year,events_urls,stage,r_o,country,contestant,song,points,place,qualified
2004,https://eurovision.tv/event/istanbul-2004,SF0,17,Estonia,Neiokõsõ,Tii,57,11,NA
2004,https://eurovision.tv/event/istanbul-2004,SF0,18,Croatia,Ivan Mikulic,You Are The Only One,72,9,qualified
2004,https://eurovision.tv/event/istanbul-2004,SF0,19,Denmark,Tomas Thordarson,Shame On You,56,13,NA
2004,https://eurovision.tv/event/istanbul-2004,SF0,20,Serbia & Montenegro,Željko Joksimović,Lane Moje,263,1,qualified
2004,https://eurovision.tv/event/istanbul-2004,SF0,21,Bosnia & Herzegovina,Deen,In The Disco,133,7,qualified
2004,https://eurovision.tv/event/istanbul-2004,SF0,22,The Netherlands,Re-union,Without You,146,6,qualified
2003,https://eurovision.tv/event/riga-2003,Final,1,Iceland,Birgitta,Open Your Heart,81,8,NA
2003,https://eurovision.tv/event/riga-2003,Final,2,Austria,Alf Poier,Weil Der Mensch Zählt,101,6,NA
2003,https://eurovision.tv/event/riga-2003,Final,3,Ireland,Mickey Harte,Weve Got The World,53,11,NA
2003,https://eurovision.tv/event/riga-2003,Final,4,Turkey,Sertab Erener,Everyway That I Can,167,1,NA
2003,https://eurovision.tv/event/riga-2003,Final,5,Malta,Lynn Chirchop,To Dream Again,4,25,NA
2003,https://eurovision.tv/event/riga-2003,Final,6,Bosnia & Herzegovina,Mija Martina,Ne Brini,27,16,NA
2003,https://eurovision.tv/event/riga-2003,Final,7,Portugal,Rita Guerra,Deixa-me Sonhar,13,22,NA
2003,https://eurovision.tv/event/riga-2003,Final,8,Croatia,Claudia Beni,Vie Nisam Tvoja,29,15,NA
2003,https://eurovision.tv/event/riga-2003,Final,9,Cyprus,Stelios Constantas,Feeling Alive,15,20,NA
2003,https://eurovision.tv/event/riga-2003,Final,10,Germany,Lou,Let's Get Happy,53,11,NA
2003,https://eurovision.tv/event/riga-2003,Final,11,Russia,t.A.T.u.,"Ne Ver, Ne Boisia",164,3,NA
2003,https://eurovision.tv/event/riga-2003,Final,12,Spain,Beth,Dime,81,8,NA
2003,https://eurovision.tv/event/riga-2003,Final,13,Israel,Lior Narkis,Words For Love,17,19,NA
2003,https://eurovision.tv/event/riga-2003,Final,14,The Netherlands,Esther Hart,One More Night,45,13,NA
2003,https://eurovision.tv/event/riga-2003,Final,15,United Kingdom,Jemini,Cry Baby,0,26,NA
2003,https://eurovision.tv/event/riga-2003,Final,16,Ukraine,Olexandr,Hasta La Vista,30,14,NA
2003,https://eurovision.tv/event/riga-2003,Final,17,Greece,Mando,Never Let You Go,25,17,NA
2003,https://eurovision.tv/event/riga-2003,Final,18,Norway,Jostein Hasselgård,I'm Not Afraid To Move On,123,4,NA
2003,https://eurovision.tv/event/riga-2003,Final,19,France,Louisa Baileche,Monts Et Merveilles,19,18,NA
2003,https://eurovision.tv/event/riga-2003,Final,20,Poland,Ich Troje,Keine Grenzen - Zadnych Granic,90,7,NA
2003,https://eurovision.tv/event/riga-2003,Final,21,Latvia,F.L.Y.,Hello From Mars,5,24,NA
2003,https://eurovision.tv/event/riga-2003,Final,22,Belgium,Urban Trad,Sanomi,165,2,NA
2003,https://eurovision.tv/event/riga-2003,Final,23,Estonia,Ruffus,Eighties Coming Back,14,21,NA
2003,https://eurovision.tv/event/riga-2003,Final,24,Romania,Nicola,Dont Break My Heart,73,10,NA
2003,https://eurovision.tv/event/riga-2003,Final,25,Sweden,Fame,Give Me Your Love,107,5,NA
2003,https://eurovision.tv/event/riga-2003,Final,26,Slovenia,Karmen,Nanana,7,23,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,1,Cyprus,One,Gimme,85,6,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,2,United Kingdom,Jessica Garlick,Come Back,111,3,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,3,Austria,Manuel Ortega,Say A Word,26,18,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,4,Greece,Michalis Rakintzis,S.A.G.A.P.O.,27,17,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,5,Spain,Rosa,Europe's Living A Celebration,81,7,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,6,Croatia,Vesna Pisarovic,Everything I Want,44,11,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,7,Russia,Prime minister,Northern Girl,55,10,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,8,Estonia,Sahléne,Runaway,111,3,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,9,North Macedonia,Karolina,Od Nas Zavisi,25,19,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,10,Israel,Sarit Hadad,Light A Candle,37,12,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,11,Switzerland,Francine Jordi,Dans Le Jardin De Mon Âme,15,22,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,12,Sweden,Afro-dite,Never Let It Go,72,8,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,13,Finland,Laura,Addicted To You,24,20,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,14,Denmark,Malene,Tell Me Who You Are,7,24,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,15,Bosnia & Herzegovina,Maja,Na Jastuku Za Dvoje,33,13,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,16,Belgium,Sergio & the Ladies,Sister,33,13,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,17,France,Sandrine François,Il Faut Du Temps,104,5,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,18,Germany,Corinna May,I Can't Live Without Music,17,21,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,19,Turkey,Buket Bengisu & Saphire,Leylaklar Soldu Kalbinde,29,16,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,20,Malta,Ira Losco,7th Wonder,164,2,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,21,Romania,Monica Anghel & Marcel Pavel,Tell Me Why,71,9,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,22,Slovenia,Sestre,Samo Ljubezen,33,13,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,23,Latvia,Marie N,I Wanna,176,1,NA
2002,https://eurovision.tv/event/tallinn-2002,Final,24,Lithuania,Aivaras,Happy You,12,23,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,1,The Netherlands,Michelle,Out On My Own,16,18,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,2,Iceland,TwoTricky,Angel,3,22,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,3,Bosnia & Herzegovina,Nino,Hano,29,14,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,4,Norway,Haldor Lægreid,On My Own,3,22,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,5,Israel,Tal Sondak,Ein Davar,25,16,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,6,Russia,Mumiy troll,Lady Alpine Blue,37,12,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,7,Sweden,Friends,Listen To Your Heartbeat,100,5,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,8,Lithuania,Skamp,You Got Style,35,13,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,9,Latvia,Arnis Mednis,Too Much,16,18,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,10,Croatia,Vanna,Strings Of My Heart,42,10,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,11,Portugal,MTM,Só Sei Ser Feliz Assim,18,17,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,12,Ireland,Gary O'Shaughnessy,Without Your Love,6,21,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,13,Spain,David Civera,Dile Que La Quiero,76,6,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,14,France,Natasha St-Pier,Je N'ai Que Mon âme,142,4,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,15,Turkey,Sedat Yüce,Sevgiliye Son,41,11,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,16,United Kingdom,Lindsay D.,No Dream Impossible,28,15,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,17,Slovenia,Nuša Derenda,Energy,70,7,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,18,Poland,Piasek,2 Long,11,20,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,19,Germany,Michelle,Wer Liebe Lebt,66,8,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,20,Estonia,"Tanel Padar, Dave Benton & 2XL",Everybody,198,1,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,21,Malta,Fabrizio Faniello,Another Summer Night,48,9,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,22,Greece,Antique,Die For You,147,3,NA
2001,https://eurovision.tv/event/copenhagen-2001,Final,23,Denmark,Rollo & King,Never Ever Let You Go,177,2,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,1,Israel,Ping Pong,Sa'me'akh,7,22,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,2,The Netherlands,Linda Wagenmakers,No Goodbyes,40,13,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,3,United Kingdom,Nicki French,Don't Play That Song Again,28,16,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,4,Estonia,Ines,Once In A Lifetime,98,4,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,5,France,Sofia Mestari,On Aura Le Ciel,5,23,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,6,Romania,Taxi,The Moon,25,17,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,7,Malta,Claudette Pace,Desire,73,8,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,8,Norway,Charmed,My Heart Goes Boom,57,11,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,9,Russia,Alsou,Solo,155,2,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,10,Belgium,Nathalie Sorce,Envie De Vivre,2,24,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,11,Cyprus,Voice,Nomiza,8,21,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,12,Iceland,Einer Augúst Víðisson en Telma Augústdóttir,Tell Me!,45,12,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,13,Spain,Serafín Zubiri,Colgado De Un Sueño,18,18,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,14,Denmark,Olsen brothers,Fly On The Wings Of Love,195,1,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,15,Germany,Stefan Raab,Wadde Hadde Dudde Da,96,5,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,16,Switzerland,Jane Bogaert,La Vita Cos'è?,14,20,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,17,Croatia,Goran Karan,Kada Zaspu Andeli,70,9,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,18,Sweden,Roger Pontare,When Spirits Are Calling My Name,88,7,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,19,North Macedonia,XXL,100\% Te Ljubam,29,15,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,20,Finland,Nina Åström,A Little Bit,18,18,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,21,Latvia,BrainStorm,My Star,136,3,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,22,Turkey,Pinar Ayhan & S.O.S. band,Yorgunum Anla,59,10,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,23,Ireland,Eamonn Toal,Millennium Of Love,92,6,NA
2000,https://eurovision.tv/event/stockholm-2000,Final,24,Austria,The rounder girls,All To You,34,14,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,1,Lithuania,Aiste Smilgeviciute,Strazdas,13,20,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,2,Belgium,Vanessa Chinitor,Like The Wind,38,12,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,3,Spain,Lydia,No Quiero Escuchar,1,23,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,4,Croatia,Doris Dragovic,Marija Magdalena,118,4,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,5,United Kingdom,Precious,Say It Again,38,12,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,6,Slovenia,Darja Svajger,For A Thousand Years,50,11,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,7,Turkey,Tuba Önal & Grup Mystik,Dön Artik,21,16,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,8,Norway,Stig André Van Eijk,Living My Life Without You,35,14,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,9,Denmark,Trine Jepsen & Michael Teschl,This Time (i Mean It),71,8,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,10,France,Nayah,Je Veux Donner Ma Voix,14,19,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,11,The Netherlands,Marlayne,One Good Reason,71,8,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,12,Poland,Mietek (Mieczyslaw) Szczesniak,Przytul Mnie Mocno,17,18,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,13,Iceland,Selma Björnsdóttir,All Out Of Luck,146,2,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,14,Cyprus,Marlain Angelidou,Tha'nai Erotas,2,22,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,15,Sweden,Charlotte Nilsson,Take Me To Your Heaven,163,1,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,16,Portugal,Rui Bandeira,Como Tudo Começou,12,21,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,17,Ireland,The Mullan's,When You Need Me,18,17,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,18,Austria,Bobbie Singer,Reflection,65,10,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,19,Israel,Eden,Yom Huledeth,93,5,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,20,Malta,Times 3,Believe 'n Peace,32,15,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,21,Germany,Sürpriz,Reise Nach Jerusalem - Kudüs'e Seyahat,140,3,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,22,Bosnia & Herzegovina,Dino and Beatrice,Putnici,86,7,NA
1999,https://eurovision.tv/event/jerusalem-1999,Final,23,Estonia,Evelin Samuel and Camille,Diamond Of Night,90,6,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,1,Croatia,Danijela,Neka Mi Ne Svane,131,5,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,2,Greece,Dionysia and Thalassa group,Mia Krifi Evaisthissia,12,20,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,3,France,Marie-Line,Où Aller,3,24,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,4,Spain,Mikel Herzog,¿Qué Voy A Hacer Sin Ti?,21,16,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,5,Switzerland,Gunvor,Lass Ihn,0,25,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,6,Slovakia,Katarína Hasprová,Modlitba,8,21,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,7,Poland,Sixteen,To Takie Proste,19,17,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,8,Israel,Dana International,Diva,172,1,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,9,Germany,Guildo Horn,Guildo Hat Euch Lieb,86,7,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,10,Malta,Chiara,The One That I Love,165,3,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,11,Hungary,Charlie,A Holnap Már Ném Lesz Szomorú,4,23,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,12,Slovenia,Vili Resnik,Naj Bogovi Sliijo,17,18,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,13,Ireland,Dawn,Is Always Over Now?,64,9,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,14,Portugal,Alma Lusa,Se Eu Te Pudesse Abraçar,36,12,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,15,Romania,Malina Olinescu,Eu Cred,6,22,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,16,United Kingdom,Imaani,Where Are You?,166,2,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,17,Cyprus,Michael Hajiyanni,Genesis,37,11,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,18,The Netherlands,Edsilia Rombley,Hemel En Aarde,150,4,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,19,Sweden,Jill Johnson,Kärleken är,53,10,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,20,Belgium,Mélanie Cohl,Dis Oui,122,6,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,21,Finland,Edea,Aava,22,15,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,22,Norway,Lars A. Fredriksen,Alltid Sommer,79,8,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,23,Estonia,Koit Toome,Mere Lapsed,36,12,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,24,Turkey,Tüzmen,Unutamazsin,25,14,NA
1998,https://eurovision.tv/event/birmingham-1998,Final,25,North Macedonia,Vlado Janevski,"Ne Zori, Zoro",16,19,NA
1997,https://eurovision.tv/event/dublin-1997,Final,1,Cyprus,Chara and Andreas Konstantinou,Mana Mou,98,5,NA
1997,https://eurovision.tv/event/dublin-1997,Final,2,Turkey,Sebnem Paker and Group Etnic,Dinle,121,3,NA
1997,https://eurovision.tv/event/dublin-1997,Final,3,Norway,Tor Endresen,San Francisco,0,24,NA
1997,https://eurovision.tv/event/dublin-1997,Final,4,Austria,Bettina Soriat,One Step,12,21,NA
1997,https://eurovision.tv/event/dublin-1997,Final,5,Ireland,Marc Roberts,Mysterious Woman,157,2,NA
1997,https://eurovision.tv/event/dublin-1997,Final,6,Slovenia,Tanja Ribic,Zbudi Se,60,10,NA
1997,https://eurovision.tv/event/dublin-1997,Final,7,Switzerland,Barbara Berta,Dentro Di Me,5,22,NA
1997,https://eurovision.tv/event/dublin-1997,Final,8,The Netherlands,Mrs. Einstein,Niemand Heeft Nog Tijd,5,22,NA
1997,https://eurovision.tv/event/dublin-1997,Final,9,Italy,Jalisse,Fiumi Di Parole,114,4,NA
1997,https://eurovision.tv/event/dublin-1997,Final,10,Spain,Marcos Llunas,Sin Rencor,96,6,NA
1997,https://eurovision.tv/event/dublin-1997,Final,11,Germany,Bianca Shomburg,Zeit,22,18,NA
1997,https://eurovision.tv/event/dublin-1997,Final,12,Poland,Anna Maria Jopek,Ale Jestem,54,11,NA
1997,https://eurovision.tv/event/dublin-1997,Final,13,Estonia,Maarja-Liis Ilus,Keelatud Maa,82,8,NA
1997,https://eurovision.tv/event/dublin-1997,Final,14,Bosnia & Herzegovina,Alma Cardzic,Goodbye,22,18,NA
1997,https://eurovision.tv/event/dublin-1997,Final,15,Portugal,Célia Lawson,Antes Do Adeus,0,24,NA
1997,https://eurovision.tv/event/dublin-1997,Final,16,Sweden,Blond,Bara Hon älskar Mig,36,14,NA
1997,https://eurovision.tv/event/dublin-1997,Final,17,Greece,Marianna Zorba,Horepse,39,12,NA
1997,https://eurovision.tv/event/dublin-1997,Final,18,Malta,Debbie Scerri,Let Me Fly,66,9,NA
1997,https://eurovision.tv/event/dublin-1997,Final,19,Hungary,VIP,"Miert Kell, Hogy Elmenj?",39,12,NA
1997,https://eurovision.tv/event/dublin-1997,Final,20,Russia,Alla Pugachova,Primadonna,33,15,NA
1997,https://eurovision.tv/event/dublin-1997,Final,21,Denmark,Kølig Kaj,Stemmen I Mit Liv,25,16,NA
1997,https://eurovision.tv/event/dublin-1997,Final,22,France,Fanny,Sentiments Songes,95,7,NA
1997,https://eurovision.tv/event/dublin-1997,Final,23,Croatia,ENI,Probudi Me,24,17,NA
1997,https://eurovision.tv/event/dublin-1997,Final,24,United Kingdom,Katrina and The Waves,Love Shine A Light,227,1,NA
1997,https://eurovision.tv/event/dublin-1997,Final,25,Iceland,Paul Oscar,Minn Hinsti Dans,18,20,NA
1996,https://eurovision.tv/event/oslo-1996,Final,1,Turkey,Şebnem Paker,Besinçi Mevsim,57,12,NA
1996,https://eurovision.tv/event/oslo-1996,Final,2,United Kingdom,Gina G,Ooh...Aah...Just A Little Bit,77,8,NA
1996,https://eurovision.tv/event/oslo-1996,Final,3,Spain,Antonio Carbonell,"¡Ay, Qué Deseo!",17,20,NA
1996,https://eurovision.tv/event/oslo-1996,Final,4,Portugal,Lúcia Moniz,O Meu Coração Não Tem Cor,92,6,NA
1996,https://eurovision.tv/event/oslo-1996,Final,5,Cyprus,Constantinos,Móno Gia Más,72,9,NA
1996,https://eurovision.tv/event/oslo-1996,Final,6,Malta,Miriam Christine,In A Woman's Heart,68,10,NA
1996,https://eurovision.tv/event/oslo-1996,Final,7,Croatia,Maja Blagdan,Sveta Ljubav,98,4,NA
1996,https://eurovision.tv/event/oslo-1996,Final,8,Austria,George Nußbaumer,Weil's Dr Guat Got,68,10,NA
1996,https://eurovision.tv/event/oslo-1996,Final,9,Switzerland,Cathy Leander,Mon Coeur L'aime,22,16,NA
1996,https://eurovision.tv/event/oslo-1996,Final,10,Greece,Marianna Efstratiou,Emis Forame To Himona Anixiatika,36,14,NA
1996,https://eurovision.tv/event/oslo-1996,Final,11,Estonia,Ivo Linna and Maarja-Liis Ilus,Kaelakee Hääl,94,5,NA
1996,https://eurovision.tv/event/oslo-1996,Final,12,Norway,Elisabeth Andreasson,I Evighet,114,2,NA
1996,https://eurovision.tv/event/oslo-1996,Final,13,France,Dan Ar Braz et l'Héritage des Celtes,Diwanit Bugale,18,19,NA
1996,https://eurovision.tv/event/oslo-1996,Final,14,Slovenia,Regina,Dan najlepših sanj,16,21,NA
1996,https://eurovision.tv/event/oslo-1996,Final,15,The Netherlands,Maxine and Franklin Brown,De Eerste Keer,78,7,NA
1996,https://eurovision.tv/event/oslo-1996,Final,16,Belgium,Lisa del Bo,Liefde Is Een Kaartspel,22,16,NA
1996,https://eurovision.tv/event/oslo-1996,Final,17,Ireland,Eimear Quinn,The Voice,162,1,NA
1996,https://eurovision.tv/event/oslo-1996,Final,18,Finland,Jasmine,Niin Kaunis On Taivas,9,23,NA
1996,https://eurovision.tv/event/oslo-1996,Final,19,Iceland,Anna Mjöll,Sjúbídú,51,13,NA
1996,https://eurovision.tv/event/oslo-1996,Final,20,Poland,Kasia Kowalska,Chce Znac Swój Grzech,31,15,NA
1996,https://eurovision.tv/event/oslo-1996,Final,21,Bosnia & Herzegovina,Amila Glamocak,Za Nau Ljubav,13,22,NA
1996,https://eurovision.tv/event/oslo-1996,Final,22,Slovakia,Marcel Palonder,Kým Nás Má,19,18,NA
1996,https://eurovision.tv/event/oslo-1996,Final,23,Sweden,One More Time,Den Vilda,100,3,NA
1995,https://eurovision.tv/event/dublin-1995,Final,1,Poland,Justyna,Sama,15,18,NA
1995,https://eurovision.tv/event/dublin-1995,Final,2,Ireland,Eddie Friel,Dreamin',44,14,NA
1995,https://eurovision.tv/event/dublin-1995,Final,3,Germany,Stone and Stone,Verliebt In Dich,1,23,NA
1995,https://eurovision.tv/event/dublin-1995,Final,4,Bosnia & Herzegovina,Davor Popovic,Dvadeset I Prvi Vijek,14,19,NA
1995,https://eurovision.tv/event/dublin-1995,Final,5,Norway,Secret Garden,Nocturne,148,1,NA
1995,https://eurovision.tv/event/dublin-1995,Final,6,Russia,Philipp Kirkorov,Kolybelnaya Dlya Vulkana,17,17,NA
1995,https://eurovision.tv/event/dublin-1995,Final,7,Iceland,Bó Halldórsson,Núna,31,15,NA
1995,https://eurovision.tv/event/dublin-1995,Final,8,Austria,Stella Jones,Die Welt Dreht Sich Verkehrt,67,13,NA
1995,https://eurovision.tv/event/dublin-1995,Final,9,Spain,Anabel Conde,Vuelve Conmigo,119,2,NA
1995,https://eurovision.tv/event/dublin-1995,Final,10,Turkey,Arzu Ece,Sev!,21,16,NA
1995,https://eurovision.tv/event/dublin-1995,Final,11,Croatia,Magazin and Lidija,Nostalgija,91,6,NA
1995,https://eurovision.tv/event/dublin-1995,Final,12,France,Nathalie Santamaria,Il Me Donne Rendez-vous,94,4,NA
1995,https://eurovision.tv/event/dublin-1995,Final,13,Hungary,Czaba Szigeti,Ùj Nèv Egy Règi Hàz Fàlan,3,22,NA
1995,https://eurovision.tv/event/dublin-1995,Final,14,Belgium,Frédéric Etherlinck,La Voix Est Libre,8,20,NA
1995,https://eurovision.tv/event/dublin-1995,Final,15,United Kingdom,Love City Groove,Love City Groove,76,10,NA
1995,https://eurovision.tv/event/dublin-1995,Final,16,Portugal,Tó Cruz,Baunilha E Chocolate,5,21,NA
1995,https://eurovision.tv/event/dublin-1995,Final,17,Cyprus,Alexandros Panayi,Sti Fotia,79,9,NA
1995,https://eurovision.tv/event/dublin-1995,Final,18,Sweden,Jan Johansen,Se På Mej,100,3,NA
1995,https://eurovision.tv/event/dublin-1995,Final,19,Denmark,Aud Wilken,Fra Mols Til Skagen,92,5,NA
1995,https://eurovision.tv/event/dublin-1995,Final,20,Slovenia,Darja Svajger,Prisluhni Mi,84,7,NA
1995,https://eurovision.tv/event/dublin-1995,Final,21,Israel,Liora,Amen,81,8,NA
1995,https://eurovision.tv/event/dublin-1995,Final,22,Malta,Mike Spiteri,Keep Me In Mind,76,10,NA
1995,https://eurovision.tv/event/dublin-1995,Final,23,Greece,Elina Constantopoulou,Pia Prossefchi,68,12,NA
1994,https://eurovision.tv/event/dublin-1994,Final,1,Sweden,Marie Bergman and Roger Pontare,Stjärnorna,48,13,NA
1994,https://eurovision.tv/event/dublin-1994,Final,2,Finland,CatCat,Bye Bye Baby,11,22,NA
1994,https://eurovision.tv/event/dublin-1994,Final,3,Ireland,Paul Harrington and Charlie McGettigan,Rock 'n' Roll Kids,226,1,NA
1994,https://eurovision.tv/event/dublin-1994,Final,4,Cyprus,Evridiki,Ime Anthropos Ke Ego,51,11,NA
1994,https://eurovision.tv/event/dublin-1994,Final,5,Iceland,Sigga,Nætur,49,12,NA
1994,https://eurovision.tv/event/dublin-1994,Final,6,United Kingdom,Frances Ruffelle,We Will Be Free (lonely Symphony),63,10,NA
1994,https://eurovision.tv/event/dublin-1994,Final,7,Croatia,Tony Cetinski,Nek'ti Bude Ljubav Sva,27,16,NA
1994,https://eurovision.tv/event/dublin-1994,Final,8,Portugal,Sara Tavares,Chamar A Música,73,8,NA
1994,https://eurovision.tv/event/dublin-1994,Final,9,Switzerland,Duilio,Sto Pregando,15,19,NA
1994,https://eurovision.tv/event/dublin-1994,Final,10,Estonia,Silvi Vrait,Nagu Merelaine,2,24,NA
1994,https://eurovision.tv/event/dublin-1994,Final,11,Romania,Dan Bittman,Dincolo De Nori,14,21,NA
1994,https://eurovision.tv/event/dublin-1994,Final,12,Malta,Moira Stafrace and Christopher Scicluna,More Than Love,97,5,NA
1994,https://eurovision.tv/event/dublin-1994,Final,13,The Netherlands,Willeke Alberti,Waar Is De Zon,4,23,NA
1994,https://eurovision.tv/event/dublin-1994,Final,14,Germany,MeKaDo,Wir Geben 'ne Party,128,3,NA
1994,https://eurovision.tv/event/dublin-1994,Final,15,Slovakia,Martin Durinda and Tublatanka,Nekovecná Piesen,15,19,NA
1994,https://eurovision.tv/event/dublin-1994,Final,16,Lithuania,Ovidijus Vyšniauskas,Lopšinė Mylimai,0,25,NA
1994,https://eurovision.tv/event/dublin-1994,Final,17,Norway,Elisabeth Andreasson and Jan Werner Danielsen,Duett,76,6,NA
1994,https://eurovision.tv/event/dublin-1994,Final,18,Bosnia & Herzegovina,Alma and Dejan,Ostani Kraj Mene,39,15,NA
1994,https://eurovision.tv/event/dublin-1994,Final,19,Greece,Costas Bigalis and the Sea Lovers,To Trehantiri (diri Diri),44,14,NA
