year,events_urls,round,from,by,to,points
2013,https://eurovision.tv/event/malmo-2013,Final,Germany,NA,Russia,2
2013,https://eurovision.tv/event/malmo-2013,Final,Germany,NA,Finland,1
2013,https://eurovision.tv/event/malmo-2013,Final,Greece,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,Final,Greece,NA,Romania,10
2013,https://eurovision.tv/event/malmo-2013,Final,Greece,NA,Ukraine,8
2013,https://eurovision.tv/event/malmo-2013,Final,Greece,NA,Denmark,7
2013,https://eurovision.tv/event/malmo-2013,Final,Greece,NA,Italy,6
2013,https://eurovision.tv/event/malmo-2013,Final,Greece,NA,Georgia,5
2013,https://eurovision.tv/event/malmo-2013,Final,Greece,NA,Norway,4
2013,https://eurovision.tv/event/malmo-2013,Final,Greece,NA,Malta,3
2013,https://eurovision.tv/event/malmo-2013,Final,Greece,NA,Hungary,2
2013,https://eurovision.tv/event/malmo-2013,Final,Greece,NA,Belarus,1
2013,https://eurovision.tv/event/malmo-2013,Final,Hungary,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,Final,Hungary,NA,Denmark,10
2013,https://eurovision.tv/event/malmo-2013,Final,Hungary,NA,Malta,8
2013,https://eurovision.tv/event/malmo-2013,Final,Hungary,NA,Ukraine,7
2013,https://eurovision.tv/event/malmo-2013,Final,Hungary,NA,Iceland,6
2013,https://eurovision.tv/event/malmo-2013,Final,Hungary,NA,The Netherlands,5
2013,https://eurovision.tv/event/malmo-2013,Final,Hungary,NA,Belgium,4
2013,https://eurovision.tv/event/malmo-2013,Final,Hungary,NA,Armenia,3
2013,https://eurovision.tv/event/malmo-2013,Final,Hungary,NA,Norway,2
2013,https://eurovision.tv/event/malmo-2013,Final,Hungary,NA,Greece,1
2013,https://eurovision.tv/event/malmo-2013,Final,Iceland,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,Final,Iceland,NA,Norway,10
2013,https://eurovision.tv/event/malmo-2013,Final,Iceland,NA,The Netherlands,8
2013,https://eurovision.tv/event/malmo-2013,Final,Iceland,NA,Azerbaijan,7
2013,https://eurovision.tv/event/malmo-2013,Final,Iceland,NA,Romania,6
2013,https://eurovision.tv/event/malmo-2013,Final,Iceland,NA,Malta,5
2013,https://eurovision.tv/event/malmo-2013,Final,Iceland,NA,Sweden,4
2013,https://eurovision.tv/event/malmo-2013,Final,Iceland,NA,Ukraine,3
2013,https://eurovision.tv/event/malmo-2013,Final,Iceland,NA,France,2
2013,https://eurovision.tv/event/malmo-2013,Final,Iceland,NA,Russia,1
2013,https://eurovision.tv/event/malmo-2013,Final,Ireland,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,Final,Ireland,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,Final,Ireland,NA,Ukraine,8
2013,https://eurovision.tv/event/malmo-2013,Final,Ireland,NA,United Kingdom,7
2013,https://eurovision.tv/event/malmo-2013,Final,Ireland,NA,The Netherlands,6
2013,https://eurovision.tv/event/malmo-2013,Final,Ireland,NA,Sweden,5
2013,https://eurovision.tv/event/malmo-2013,Final,Ireland,NA,Belgium,4
2013,https://eurovision.tv/event/malmo-2013,Final,Ireland,NA,Moldova,3
2013,https://eurovision.tv/event/malmo-2013,Final,Ireland,NA,Azerbaijan,2
2013,https://eurovision.tv/event/malmo-2013,Final,Ireland,NA,Lithuania,1
2013,https://eurovision.tv/event/malmo-2013,Final,Israel,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,Final,Israel,NA,Ukraine,10
2013,https://eurovision.tv/event/malmo-2013,Final,Israel,NA,Denmark,8
2013,https://eurovision.tv/event/malmo-2013,Final,Israel,NA,Russia,7
2013,https://eurovision.tv/event/malmo-2013,Final,Israel,NA,Norway,6
2013,https://eurovision.tv/event/malmo-2013,Final,Israel,NA,Germany,5
2013,https://eurovision.tv/event/malmo-2013,Final,Israel,NA,Finland,4
2013,https://eurovision.tv/event/malmo-2013,Final,Israel,NA,Belarus,3
2013,https://eurovision.tv/event/malmo-2013,Final,Israel,NA,Greece,2
2013,https://eurovision.tv/event/malmo-2013,Final,Israel,NA,Moldova,1
2013,https://eurovision.tv/event/malmo-2013,Final,Italy,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,Final,Italy,NA,Malta,10
2013,https://eurovision.tv/event/malmo-2013,Final,Italy,NA,Norway,8
2013,https://eurovision.tv/event/malmo-2013,Final,Italy,NA,Greece,7
2013,https://eurovision.tv/event/malmo-2013,Final,Italy,NA,Lithuania,6
2013,https://eurovision.tv/event/malmo-2013,Final,Italy,NA,Ukraine,5
2013,https://eurovision.tv/event/malmo-2013,Final,Italy,NA,Moldova,4
2013,https://eurovision.tv/event/malmo-2013,Final,Italy,NA,Hungary,3
2013,https://eurovision.tv/event/malmo-2013,Final,Italy,NA,Spain,2
2013,https://eurovision.tv/event/malmo-2013,Final,Italy,NA,Romania,1
2013,https://eurovision.tv/event/malmo-2013,Final,Latvia,NA,Russia,12
2013,https://eurovision.tv/event/malmo-2013,Final,Latvia,NA,Estonia,10
2013,https://eurovision.tv/event/malmo-2013,Final,Latvia,NA,Norway,8
2013,https://eurovision.tv/event/malmo-2013,Final,Latvia,NA,Ukraine,7
2013,https://eurovision.tv/event/malmo-2013,Final,Latvia,NA,Denmark,6
2013,https://eurovision.tv/event/malmo-2013,Final,Latvia,NA,Malta,5
2013,https://eurovision.tv/event/malmo-2013,Final,Latvia,NA,Sweden,4
2013,https://eurovision.tv/event/malmo-2013,Final,Latvia,NA,Azerbaijan,3
2013,https://eurovision.tv/event/malmo-2013,Final,Latvia,NA,Belgium,2
2013,https://eurovision.tv/event/malmo-2013,Final,Latvia,NA,Greece,1
2013,https://eurovision.tv/event/malmo-2013,Final,Lithuania,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,Final,Lithuania,NA,Ukraine,10
2013,https://eurovision.tv/event/malmo-2013,Final,Lithuania,NA,Georgia,8
2013,https://eurovision.tv/event/malmo-2013,Final,Lithuania,NA,Russia,7
2013,https://eurovision.tv/event/malmo-2013,Final,Lithuania,NA,Norway,6
2013,https://eurovision.tv/event/malmo-2013,Final,Lithuania,NA,Hungary,5
2013,https://eurovision.tv/event/malmo-2013,Final,Lithuania,NA,The Netherlands,4
2013,https://eurovision.tv/event/malmo-2013,Final,Lithuania,NA,Estonia,3
2013,https://eurovision.tv/event/malmo-2013,Final,Lithuania,NA,Denmark,2
2013,https://eurovision.tv/event/malmo-2013,Final,Lithuania,NA,Belarus,1
2013,https://eurovision.tv/event/malmo-2013,Final,Malta,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,Final,Malta,NA,Ukraine,10
2013,https://eurovision.tv/event/malmo-2013,Final,Malta,NA,Italy,8
2013,https://eurovision.tv/event/malmo-2013,Final,Malta,NA,Romania,7
2013,https://eurovision.tv/event/malmo-2013,Final,Malta,NA,Denmark,6
2013,https://eurovision.tv/event/malmo-2013,Final,Malta,NA,United Kingdom,5
2013,https://eurovision.tv/event/malmo-2013,Final,Malta,NA,Greece,4
2013,https://eurovision.tv/event/malmo-2013,Final,Malta,NA,Norway,3
2013,https://eurovision.tv/event/malmo-2013,Final,Malta,NA,Belarus,2
2013,https://eurovision.tv/event/malmo-2013,Final,Malta,NA,Armenia,1
2013,https://eurovision.tv/event/malmo-2013,Final,Moldova,NA,Ukraine,12
2013,https://eurovision.tv/event/malmo-2013,Final,Moldova,NA,Romania,10
2013,https://eurovision.tv/event/malmo-2013,Final,Moldova,NA,Azerbaijan,8
2013,https://eurovision.tv/event/malmo-2013,Final,Moldova,NA,Russia,7
2013,https://eurovision.tv/event/malmo-2013,Final,Moldova,NA,Denmark,6
2013,https://eurovision.tv/event/malmo-2013,Final,Moldova,NA,Sweden,5
2013,https://eurovision.tv/event/malmo-2013,Final,Moldova,NA,Belarus,4
2013,https://eurovision.tv/event/malmo-2013,Final,Moldova,NA,Georgia,3
2013,https://eurovision.tv/event/malmo-2013,Final,Moldova,NA,Norway,2
2013,https://eurovision.tv/event/malmo-2013,Final,Moldova,NA,Armenia,1
2013,https://eurovision.tv/event/malmo-2013,Final,Montenegro,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,Final,Montenegro,NA,Denmark,10
2013,https://eurovision.tv/event/malmo-2013,Final,Montenegro,NA,Greece,8
2013,https://eurovision.tv/event/malmo-2013,Final,Montenegro,NA,Russia,7
2013,https://eurovision.tv/event/malmo-2013,Final,Montenegro,NA,Italy,6
2013,https://eurovision.tv/event/malmo-2013,Final,Montenegro,NA,Moldova,5
2013,https://eurovision.tv/event/malmo-2013,Final,Montenegro,NA,Norway,4
2013,https://eurovision.tv/event/malmo-2013,Final,Montenegro,NA,Belarus,3
2013,https://eurovision.tv/event/malmo-2013,Final,Montenegro,NA,Georgia,2
2013,https://eurovision.tv/event/malmo-2013,Final,Montenegro,NA,Romania,1
2013,https://eurovision.tv/event/malmo-2013,Final,North Macedonia,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,Final,North Macedonia,NA,Italy,10
2013,https://eurovision.tv/event/malmo-2013,Final,North Macedonia,NA,Norway,8
2013,https://eurovision.tv/event/malmo-2013,Final,North Macedonia,NA,Moldova,7
2013,https://eurovision.tv/event/malmo-2013,Final,North Macedonia,NA,Russia,6
2013,https://eurovision.tv/event/malmo-2013,Final,North Macedonia,NA,Belarus,5
2013,https://eurovision.tv/event/malmo-2013,Final,North Macedonia,NA,Greece,4
2013,https://eurovision.tv/event/malmo-2013,Final,North Macedonia,NA,Malta,3
2013,https://eurovision.tv/event/malmo-2013,Final,North Macedonia,NA,The Netherlands,2
2013,https://eurovision.tv/event/malmo-2013,Final,North Macedonia,NA,France,1
2013,https://eurovision.tv/event/malmo-2013,Final,Norway,NA,Sweden,12
2013,https://eurovision.tv/event/malmo-2013,Final,Norway,NA,Malta,10
2013,https://eurovision.tv/event/malmo-2013,Final,Norway,NA,The Netherlands,8
2013,https://eurovision.tv/event/malmo-2013,Final,Norway,NA,Denmark,7
2013,https://eurovision.tv/event/malmo-2013,Final,Norway,NA,Romania,6
2013,https://eurovision.tv/event/malmo-2013,Final,Norway,NA,Greece,5
2013,https://eurovision.tv/event/malmo-2013,Final,Norway,NA,Iceland,4
2013,https://eurovision.tv/event/malmo-2013,Final,Norway,NA,Belgium,3
2013,https://eurovision.tv/event/malmo-2013,Final,Norway,NA,Hungary,2
2013,https://eurovision.tv/event/malmo-2013,Final,Norway,NA,Ukraine,1
2013,https://eurovision.tv/event/malmo-2013,Final,Romania,NA,Moldova,12
2013,https://eurovision.tv/event/malmo-2013,Final,Romania,NA,Azerbaijan,10
2013,https://eurovision.tv/event/malmo-2013,Final,Romania,NA,Norway,8
2013,https://eurovision.tv/event/malmo-2013,Final,Romania,NA,Greece,7
2013,https://eurovision.tv/event/malmo-2013,Final,Romania,NA,Denmark,6
2013,https://eurovision.tv/event/malmo-2013,Final,Romania,NA,Malta,5
2013,https://eurovision.tv/event/malmo-2013,Final,Romania,NA,Ukraine,4
2013,https://eurovision.tv/event/malmo-2013,Final,Romania,NA,United Kingdom,3
2013,https://eurovision.tv/event/malmo-2013,Final,Romania,NA,The Netherlands,2
2013,https://eurovision.tv/event/malmo-2013,Final,Romania,NA,Italy,1
2013,https://eurovision.tv/event/malmo-2013,Final,Russia,NA,Azerbaijan,12
2013,https://eurovision.tv/event/malmo-2013,Final,Russia,NA,Greece,10
2013,https://eurovision.tv/event/malmo-2013,Final,Russia,NA,Belgium,8
2013,https://eurovision.tv/event/malmo-2013,Final,Russia,NA,Norway,7
2013,https://eurovision.tv/event/malmo-2013,Final,Russia,NA,Moldova,6
2013,https://eurovision.tv/event/malmo-2013,Final,Russia,NA,Georgia,5
2013,https://eurovision.tv/event/malmo-2013,Final,Russia,NA,Denmark,4
2013,https://eurovision.tv/event/malmo-2013,Final,Russia,NA,The Netherlands,3
2013,https://eurovision.tv/event/malmo-2013,Final,Russia,NA,Armenia,2
2013,https://eurovision.tv/event/malmo-2013,Final,Russia,NA,Ukraine,1
2013,https://eurovision.tv/event/malmo-2013,Final,San Marino,NA,Greece,12
2013,https://eurovision.tv/event/malmo-2013,Final,San Marino,NA,Malta,10
2013,https://eurovision.tv/event/malmo-2013,Final,San Marino,NA,France,8
2013,https://eurovision.tv/event/malmo-2013,Final,San Marino,NA,Norway,7
2013,https://eurovision.tv/event/malmo-2013,Final,San Marino,NA,Hungary,6
2013,https://eurovision.tv/event/malmo-2013,Final,San Marino,NA,Belgium,5
2013,https://eurovision.tv/event/malmo-2013,Final,San Marino,NA,Italy,4
2013,https://eurovision.tv/event/malmo-2013,Final,San Marino,NA,Finland,3
2013,https://eurovision.tv/event/malmo-2013,Final,San Marino,NA,Azerbaijan,2
2013,https://eurovision.tv/event/malmo-2013,Final,San Marino,NA,Armenia,1
2013,https://eurovision.tv/event/malmo-2013,Final,Serbia,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,Final,Serbia,NA,Ukraine,10
2013,https://eurovision.tv/event/malmo-2013,Final,Serbia,NA,Russia,8
2013,https://eurovision.tv/event/malmo-2013,Final,Serbia,NA,Norway,7
2013,https://eurovision.tv/event/malmo-2013,Final,Serbia,NA,Moldova,6
2013,https://eurovision.tv/event/malmo-2013,Final,Serbia,NA,Azerbaijan,5
2013,https://eurovision.tv/event/malmo-2013,Final,Serbia,NA,Italy,4
2013,https://eurovision.tv/event/malmo-2013,Final,Serbia,NA,Belgium,3
2013,https://eurovision.tv/event/malmo-2013,Final,Serbia,NA,Hungary,2
2013,https://eurovision.tv/event/malmo-2013,Final,Serbia,NA,Sweden,1
2013,https://eurovision.tv/event/malmo-2013,Final,Slovenia,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,Final,Slovenia,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,Final,Slovenia,NA,Italy,8
2013,https://eurovision.tv/event/malmo-2013,Final,Slovenia,NA,The Netherlands,7
2013,https://eurovision.tv/event/malmo-2013,Final,Slovenia,NA,Sweden,6
2013,https://eurovision.tv/event/malmo-2013,Final,Slovenia,NA,Norway,5
2013,https://eurovision.tv/event/malmo-2013,Final,Slovenia,NA,Iceland,4
2013,https://eurovision.tv/event/malmo-2013,Final,Slovenia,NA,Azerbaijan,3
2013,https://eurovision.tv/event/malmo-2013,Final,Slovenia,NA,Belgium,2
2013,https://eurovision.tv/event/malmo-2013,Final,Slovenia,NA,United Kingdom,1
2013,https://eurovision.tv/event/malmo-2013,Final,Spain,NA,Italy,12
2013,https://eurovision.tv/event/malmo-2013,Final,Spain,NA,Ukraine,10
2013,https://eurovision.tv/event/malmo-2013,Final,Spain,NA,Denmark,8
2013,https://eurovision.tv/event/malmo-2013,Final,Spain,NA,Azerbaijan,7
2013,https://eurovision.tv/event/malmo-2013,Final,Spain,NA,Russia,6
2013,https://eurovision.tv/event/malmo-2013,Final,Spain,NA,Norway,5
2013,https://eurovision.tv/event/malmo-2013,Final,Spain,NA,United Kingdom,4
2013,https://eurovision.tv/event/malmo-2013,Final,Spain,NA,Germany,3
2013,https://eurovision.tv/event/malmo-2013,Final,Spain,NA,Moldova,2
2013,https://eurovision.tv/event/malmo-2013,Final,Spain,NA,Malta,1
2013,https://eurovision.tv/event/malmo-2013,Final,Sweden,NA,Norway,12
2013,https://eurovision.tv/event/malmo-2013,Final,Sweden,NA,Denmark,10
2013,https://eurovision.tv/event/malmo-2013,Final,Sweden,NA,The Netherlands,8
2013,https://eurovision.tv/event/malmo-2013,Final,Sweden,NA,Belgium,7
2013,https://eurovision.tv/event/malmo-2013,Final,Sweden,NA,Iceland,6
2013,https://eurovision.tv/event/malmo-2013,Final,Sweden,NA,Russia,5
2013,https://eurovision.tv/event/malmo-2013,Final,Sweden,NA,Romania,4
2013,https://eurovision.tv/event/malmo-2013,Final,Sweden,NA,Hungary,3
2013,https://eurovision.tv/event/malmo-2013,Final,Sweden,NA,Ireland,2
2013,https://eurovision.tv/event/malmo-2013,Final,Sweden,NA,United Kingdom,1
2013,https://eurovision.tv/event/malmo-2013,Final,Switzerland,NA,Italy,12
2013,https://eurovision.tv/event/malmo-2013,Final,Switzerland,NA,Hungary,10
2013,https://eurovision.tv/event/malmo-2013,Final,Switzerland,NA,Greece,8
2013,https://eurovision.tv/event/malmo-2013,Final,Switzerland,NA,Norway,7
2013,https://eurovision.tv/event/malmo-2013,Final,Switzerland,NA,Azerbaijan,6
2013,https://eurovision.tv/event/malmo-2013,Final,Switzerland,NA,Iceland,5
2013,https://eurovision.tv/event/malmo-2013,Final,Switzerland,NA,The Netherlands,4
2013,https://eurovision.tv/event/malmo-2013,Final,Switzerland,NA,Denmark,3
2013,https://eurovision.tv/event/malmo-2013,Final,Switzerland,NA,United Kingdom,2
2013,https://eurovision.tv/event/malmo-2013,Final,Switzerland,NA,Germany,1
2013,https://eurovision.tv/event/malmo-2013,Final,The Netherlands,NA,Belgium,12
2013,https://eurovision.tv/event/malmo-2013,Final,The Netherlands,NA,Denmark,10
2013,https://eurovision.tv/event/malmo-2013,Final,The Netherlands,NA,Malta,8
2013,https://eurovision.tv/event/malmo-2013,Final,The Netherlands,NA,Hungary,7
2013,https://eurovision.tv/event/malmo-2013,Final,The Netherlands,NA,Norway,6
2013,https://eurovision.tv/event/malmo-2013,Final,The Netherlands,NA,Ukraine,5
2013,https://eurovision.tv/event/malmo-2013,Final,The Netherlands,NA,Russia,4
2013,https://eurovision.tv/event/malmo-2013,Final,The Netherlands,NA,Sweden,3
2013,https://eurovision.tv/event/malmo-2013,Final,The Netherlands,NA,Azerbaijan,2
2013,https://eurovision.tv/event/malmo-2013,Final,The Netherlands,NA,Greece,1
2013,https://eurovision.tv/event/malmo-2013,Final,Ukraine,NA,Belarus,12
2013,https://eurovision.tv/event/malmo-2013,Final,Ukraine,NA,Azerbaijan,10
2013,https://eurovision.tv/event/malmo-2013,Final,Ukraine,NA,Moldova,8
2013,https://eurovision.tv/event/malmo-2013,Final,Ukraine,NA,Georgia,7
2013,https://eurovision.tv/event/malmo-2013,Final,Ukraine,NA,Armenia,6
2013,https://eurovision.tv/event/malmo-2013,Final,Ukraine,NA,Denmark,5
2013,https://eurovision.tv/event/malmo-2013,Final,Ukraine,NA,Russia,4
2013,https://eurovision.tv/event/malmo-2013,Final,Ukraine,NA,Norway,3
2013,https://eurovision.tv/event/malmo-2013,Final,Ukraine,NA,Malta,2
2013,https://eurovision.tv/event/malmo-2013,Final,Ukraine,NA,Lithuania,1
2013,https://eurovision.tv/event/malmo-2013,Final,United Kingdom,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,Final,United Kingdom,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,Final,United Kingdom,NA,Greece,8
2013,https://eurovision.tv/event/malmo-2013,Final,United Kingdom,NA,Malta,7
2013,https://eurovision.tv/event/malmo-2013,Final,United Kingdom,NA,The Netherlands,6
2013,https://eurovision.tv/event/malmo-2013,Final,United Kingdom,NA,Ukraine,5
2013,https://eurovision.tv/event/malmo-2013,Final,United Kingdom,NA,Romania,4
2013,https://eurovision.tv/event/malmo-2013,Final,United Kingdom,NA,Belgium,3
2013,https://eurovision.tv/event/malmo-2013,Final,United Kingdom,NA,Iceland,2
2013,https://eurovision.tv/event/malmo-2013,Final,United Kingdom,NA,Ireland,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Austria,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Austria,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Austria,NA,The Netherlands,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Austria,NA,Moldova,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Austria,NA,Serbia,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Austria,NA,Croatia,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Austria,NA,Belgium,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Austria,NA,Estonia,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Austria,NA,Ukraine,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Austria,NA,Cyprus,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Belarus,NA,Ukraine,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Belarus,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Belarus,NA,Denmark,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Belarus,NA,Lithuania,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Belarus,NA,Moldova,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Belarus,NA,Estonia,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Belarus,NA,Ireland,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Belarus,NA,Belgium,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Belarus,NA,Montenegro,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Belarus,NA,Serbia,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Belgium,NA,The Netherlands,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Belgium,NA,Denmark,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Belgium,NA,Ukraine,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Belgium,NA,Russia,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Belgium,NA,Lithuania,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Belgium,NA,Moldova,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Belgium,NA,Ireland,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Belgium,NA,Austria,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Belgium,NA,Cyprus,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Belgium,NA,Estonia,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Croatia,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Croatia,NA,Serbia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Croatia,NA,Russia,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Croatia,NA,Ukraine,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Croatia,NA,Montenegro,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Croatia,NA,Slovenia,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Croatia,NA,Austria,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Croatia,NA,Belgium,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Croatia,NA,Ireland,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Croatia,NA,Moldova,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Cyprus,NA,Ukraine,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Cyprus,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Cyprus,NA,Denmark,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Cyprus,NA,Ireland,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Cyprus,NA,Belarus,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Cyprus,NA,Moldova,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Cyprus,NA,Serbia,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Cyprus,NA,Lithuania,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Cyprus,NA,Austria,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Cyprus,NA,Croatia,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Denmark,NA,Russia,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Denmark,NA,The Netherlands,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Denmark,NA,Ukraine,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Denmark,NA,Belgium,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Denmark,NA,Moldova,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Denmark,NA,Montenegro,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Denmark,NA,Austria,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Denmark,NA,Ireland,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Denmark,NA,Lithuania,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Denmark,NA,Estonia,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Estonia,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Estonia,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Estonia,NA,Belgium,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Estonia,NA,The Netherlands,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Estonia,NA,Ukraine,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Estonia,NA,Ireland,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Estonia,NA,Lithuania,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Estonia,NA,Moldova,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Estonia,NA,Cyprus,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Estonia,NA,Austria,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Ireland,NA,Denmark,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Ireland,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Ireland,NA,Estonia,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Ireland,NA,Belgium,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Ireland,NA,Lithuania,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Ireland,NA,The Netherlands,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Ireland,NA,Austria,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Ireland,NA,Belarus,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Ireland,NA,Ukraine,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Ireland,NA,Croatia,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Italy,NA,Ukraine,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Italy,NA,Lithuania,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Italy,NA,Moldova,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Italy,NA,Belarus,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Italy,NA,Denmark,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Italy,NA,Estonia,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Italy,NA,Russia,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Italy,NA,Serbia,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Italy,NA,Austria,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Italy,NA,The Netherlands,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Lithuania,NA,Ukraine,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Lithuania,NA,Russia,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Lithuania,NA,Belarus,8
2013,https://eurovision.tv/event/malmo-2013,SF1,Lithuania,NA,The Netherlands,7
2013,https://eurovision.tv/event/malmo-2013,SF1,Lithuania,NA,Denmark,6
2013,https://eurovision.tv/event/malmo-2013,SF1,Lithuania,NA,Ireland,5
2013,https://eurovision.tv/event/malmo-2013,SF1,Lithuania,NA,Estonia,4
2013,https://eurovision.tv/event/malmo-2013,SF1,Lithuania,NA,Moldova,3
2013,https://eurovision.tv/event/malmo-2013,SF1,Lithuania,NA,Belgium,2
2013,https://eurovision.tv/event/malmo-2013,SF1,Lithuania,NA,Croatia,1
2013,https://eurovision.tv/event/malmo-2013,SF1,Moldova,NA,Ukraine,12
2013,https://eurovision.tv/event/malmo-2013,SF1,Moldova,NA,Belarus,10
2013,https://eurovision.tv/event/malmo-2013,SF1,Moldova,NA,Russia,8
