year,events_urls,country,contestant,song,composed_by,written_by,language,lyrics
2015,https://eurovision.tv/event/vienna-2015,Czech Republic,Marta Jandová and Václav Noid Bárta,Hope Never Dies,Václav Noid Bárta,Tereza Šoralová,English,"Wait for me don’t cross the sea of pain
Wait for me I’m lost I’ve gone astray
Ravens calling my name, their wings so dark
Soon they’ll take me away, I have their mark
They never miss their prey
There is no light to pray for
Cold and dim are the skies
Wounded lying
Running out of life
In your eyes I could see
Our hopes and our future
Now we must let go
Find me where the night turns into day
Your love as a torch shows us the way
How to be whole again
There is no light to pray for
Cold and dim are the skies
Wounded lying
Running out of life
In your eyes I could see
Our hopes and our future
Now we must let go
Must let go, must let fade away
Or we can rise and fight
For a light to live for
Fire in our hearts
Through our pain
Through all the lies
We will walk, walk reborn
Hope never dies
Never let me go"
2015,https://eurovision.tv/event/vienna-2015,Czech Republic,Marta Jandová and Václav Noid Bárta,Hope Never Dies,Václav Noid Bárta,Tereza Šoralová,French,"Attends-moi, ne traverse pas la mer de souffrance
Attends-moi, je suis perdue, je me suis égarée
Les corbeaux criant mon nom, leurs ailes si sombres
Bientôt, ils m’emporteront, Je porte leur marque
Ils ne manquent jamais leur proie
Il n’y a aucune lumière pour laquelle on puisse prier
Les cieux sont froids et pâles
Blessé et couché par terre
La vie s’épuise
Dans tes yeux je voyais
Nos espoirs et notre avenir
Maintenant, on doit l'abandonner
Retrouve-moi là où la nuit se transforme en jour
Ton amour, tel un flambeau, nous montre le chemin
Pour être entiers à nouveau
Il n’y a aucune lumière pour laquelle on puisse prier
Les cieux sont froids et pâles
Blessé et couché par terre
La vie s’épuise
Dans tes yeux je voyais
Nos espoirs et notre avenir
Maintenant, on doit l'abandonner
On doit y renoncer, faire disparaître
Ou on peut se révolter et se battre
Pour la lumière pour laquelle on vit
Le feu dans nos cœurs
À travers notre souffrance
À travers tous les mensonges
Nous marcherons, marcherons renés
L'espoir ne meurt jamais
Ne m'abandonne jamais"
2015,https://eurovision.tv/event/vienna-2015,Denmark,Anti Social Media,The Way You Are,"Remee, Chief 1","Remee, Chief 1",English,"Summer's here, winter's gone
Finally I can see the sun
Every time you walk in to the room
all my fears disappear
When I'm in your atmosphere
I don't know what it is you do
But you do
And I can´t explain why
Its the Way you are
Its just the Way that you are
That Can make my Day
Bad times go away
Its the Way you are
Its just the Way that you are
That Can make my Day
Bad times go away
Like an old radio, a song i just cant let go
All i Got on my mind is you
Movie stars and caviar couldn't get me where you are
There's nothing I can do
About it
Its the Way you are
Its just the Way that you are
That Can make my Day
Bad times go away
And I'll be right there
when you need Someone to guide you.
Whatever it takes girl
I will be doing it for you.
'Cause i've been acting like a fool
I Wanna take my time
And spend it all on you.
So girl just come and sweep my feet of the Ground, like you do
Its the Way you are
Its Just the Way that you are
That Can make my Day
Bad times go away hey
Its the Way you are
Its just the Way that you are
That Can make my Day
Bad times go away
Because its all about you
Because its all about you girl
And I'm hanging on to every single word you say
Its the Way you are
Its Just the Way that you are
That Can make my Day
Bad times go away
Its the Way you are
Bad times go away
Its the Way you are.."
2015,https://eurovision.tv/event/vienna-2015,Denmark,Anti Social Media,The Way You Are,"Remee, Chief 1","Remee, Chief 1",French,"L'été est là, l'hiver est parti
Enfin, je peux voir le soleil
Chaque fois que vous marchez dans la salle
Toutes mes craintes disparaissent
Quand je suis dans votre atmosphère
Je ne sais pas ce que ce est que vous faites
Mais vous faites
Mais vous faites
Et je ne peux pas expliquer pourquoi
Ce est la façon dont vous êtes
Ce est juste la façon dont vous êtes
Qui peut faire mon Jour
Mauvais moments disparaissent
Ce est la façon dont vous êtes
Ce est juste la façon dont vous êtes
Qui peut faire mon Jour
Mauvais moments disparaissent
Comme un vieux poste de radio, une chanson que je viens de cant laisse aller
Tout ce que je ai obtenu sur mon esprit, ce est vous
Stars du cinéma et du caviar ne pouvait pas me arriver là où vous êtes
Il n'y a rien que je peux faire
À ce sujet
Ce est la façon dont vous êtes
Ce est juste la façon dont vous êtes
Qui peut faire mon Jour
Mauvais moments disparaissent
Et je serai là
Lorsque vous avez besoin de quelqu'un pour vous guider.
Tout ce qu'il faut fille
Je vais faire pour vous.
Parce que je ai agi comme un fou
Je veux prendre mon temps
Et tout dépenser sur vous.
Donc fille juste venir balayer mes pieds du sol, comme vous d
Ce est la façon dont vous êtes
Son Juste la façon dont vous êtes
Qui peut faire mon Jour
Mauvais moments disparaissent
Ce est la façon dont vous êtes
Ce est juste la façon dont vous êtes
Qui peut faire mon Jour
Mauvais moments disparaissent
Parce que ce est tout à votre sujet
Parce que sa fille tout de vous
Et je suis accroché à chaque mot que vous dites
Ce est la façon dont vous êtes
Son Juste la façon dont vous êtes
Qui peut faire mon Jour
Mauvais moments disparaissent
Ce est la façon dont vous êtes"
2015,https://eurovision.tv/event/vienna-2015,Estonia,Elina Born & Stig Rästa,Goodbye To Yesterday,Stig Rästa,Stig Rästa,English,"I woke up at 6 a.m.
my eyes were closed but my mind was awake
pretended I was breathing in a deep sleep pace
got dressed so quietly
I was frozen by the jingle of my keys at the door
as I got outside I smiled to the dog
I didn’t wanna wake you up
my love was never gonna be enough
so I took my things and got out of your way now girl
why didn’t you wake me up
I’m pretty sure i would have told you to stop
lets try again and say goodbye
goodbye to yesterday
why would you think like that
yeah we fight a lot but in the end
you and I we’re a perfect match
I wouldn’t want it any other way
but now you're gone and I’m all alone
lying here naked and staring at the phone"
2015,https://eurovision.tv/event/vienna-2015,Estonia,Elina Born & Stig Rästa,Goodbye To Yesterday,Stig Rästa,Stig Rästa,French,"Adieu à hier
Je me suis réveillé à six heures du matin
Mes yeux étaient fermés mais mon esprit conscient
Je feignais la respiration d’un sommeil profond
Je me suis habillé en silence totale
Le cliquetis de mes clés à la porte m’a fait figer
Sorti, j’ai souri au chien
Je n’ai pas voulu te réveiller
Mon amour n’aurait jamais suffi
J’ai donc pris mes affaires et je me suis écarté, ma petite
Pourquoi tu ne m’as pas réveillée ?
Je t’aurais certainement dit de t’arrêter
Laisse-nous essayer de nouveau et dire adieu
Adieu à hier
Pourquoi penserais-tu comme ça ?
Bon, on bagarre assez mais à la fin
Toi et moi, on est parfait ensemble
Je ne voudrais rien d’autre
Mais tu es donc parti et je suis restée toute seule
Allongée nue à regarder mon téléphone"
2015,https://eurovision.tv/event/vienna-2015,Finland,Pertti Kurikan Nimipäivät,Aina Mun Pitää,Pertti Kurikan Nimipäivät,Pertti Kurikan Nimipäivät,Finnish,"Aina mun pitää siivota
Aina mun pitää tiskata
Aina mun pitää käydä lääkärissä
Aina mun pitää käydä töissä
En saa mennä koneelle
En katsoo telkkarii
En saa edes nähdä
mun kavereita
Aina mun pitää olla kotona
Aina mun pitää tehdä asioita
Aina mun pitää syödä kunnolla
Aina mun pitää juoda kunnolla
En saa syödä karkkia
En juoda limua
En saa edes juoda
alkoholia
Aina mun pitää levätä
Aina mun pitää nukkua
Aina mun pitää herätä
Aina mun pitää käydä suihkussa"
2015,https://eurovision.tv/event/vienna-2015,Finland,Pertti Kurikan Nimipäivät,Aina Mun Pitää,Pertti Kurikan Nimipäivät,Pertti Kurikan Nimipäivät,English,"By the Band:
I'M DO IT
I'm do it race
I'm do it handscap
I'm do it hostels
I'm do it furging
No coming machine
No it's television
I'm not see you my friend
I'm do it home
I'm do it asking
I'm do it to food is i'm ready
I'm ready to the drinking
No nothing in the caramellos
No do it coke
No drinking alcohol
I'm do it easy
I'm do it morning
I'm do it in the my eyes
I'm do it the costel's lousch
By the translator:
I always have to clean up
I always have to wash up
I always have to see the doc
I always have to go to work
Can't go to my PC
Can't watch my TV
Can't even see my mates
I always have to stay at home
I always have to do things
I always have to eat properly
I always have to drink properly
So no candy for me
No soft drinks for me
Not even alcohol
I always have to rest
I always have to sleep
I always have to wake up
I always have to take a shower"
2015,https://eurovision.tv/event/vienna-2015,Finland,Pertti Kurikan Nimipäivät,Aina Mun Pitää,Pertti Kurikan Nimipäivät,Pertti Kurikan Nimipäivät,French,"Faut à chaque fois que j’fasse le ménage,
Faut à chaque fois que j’fasse la vaisselle
Faut à chaque fois j’voie le médecin
Faut à chaque fois que j’aille bosser
J’peux pas aller sur l’ordi
J’peux pas regarder la télé
Même pas voir mes potes
Faut à chaque fois que j’reste chez moi
Faut à chaque fois que j’fasse des trucs
Faut à chaque fois que j’mange correctement
Faut à chaque fois que j’boive correctement
J’peux pas bouffer de bonbons
J’peux pas boire de limonade
Même pas boire d’alcool
Faut à chaque fois que j’me repose
Faut à chaque fois que j’dorme
Faut à chaque fois que j’me réveille
Faut à chaque fois que j’prenne une douche"
2015,https://eurovision.tv/event/vienna-2015,France,Lisa Angell,N'oubliez Pas,Michel Illouz / M. Albert,Laure Izon / M. Albert,French,"Il ne me reste que des larmes
Ces quelques notes venues d'autrefois
Et le chant de nos prières
Nos cœurs qui espèrent
Et le vide sous mes pas
Il ne me reste que les cendres
De mon village plongé dans le silence
Je ne suis qu'une blessure
Un cœur sans armure
Comment survivre après ça.
Mais je suis là, je n’oublie pas
Dans mon village balayé par l’histoire
Et je vis là, n’oubliez pas
Effacé des cartes et des mémoires
Je me souviens du rire des enfants
La voix des hommes quand ils partaient au champ
Les fêtes des moissons
L’odeur dans les maisons
Les éclats d’amour et de joie
Mais je suis là, n’oubliez pas
Effacé des cartes et des mémoires
Quand ils sont arrivés
Cachés derrière leurs armes
Ils étaient des milliers
Ils riaient de nos larmes
Ils ont voulu détruire
Nos croyances et nos âmes
Avec des mots de haine
Que l'on n'connaissait pas.
Je suis ici ce soir
Au milieu de ces ruines
Pour vous parler d'espoir
Et vous chanter la vie
Et je fais le serment
Quand séchera le sang
De reconstruire ma ville
Bien plus belle qu'avant.
Mais n’oubliez pas."
2015,https://eurovision.tv/event/vienna-2015,France,Lisa Angell,N'oubliez Pas,Michel Illouz / M. Albert,Laure Izon / M. Albert,English,"All that remains to me are tears
These few notes that come from long ago
And the song of our prayers
Our hearts that hope
And the emptiness under my steps
All that remains to me are ashes
Of my village plunged into silence
I am but a wound
A heart without an armour
How do I survive after this
But I am here, I don’t forget
In my village swept away by history
And I live here, don’t you forget
Erased from maps and memories
I remember the laughter of children
The voices of men when they left for the field
The harvest festivals
The smell in the houses
The bursts of love and joy
But I am here, I don’t forget
In my village swept away by history
When they arrived
Hidden behind their weapons
They were thousands
They laughed at our tears
They wished to destroy
Our beliefs and our souls
With words of hatred
That we did not know
I am here tonight
In the middle of these ruins
To talk to you about hope
And to sing life
And I swear
When the blood will dry
That I will rebuild my city
More beautiful than before
But don’t forget"
2015,https://eurovision.tv/event/vienna-2015,Georgia,Nina Sublatti,Warrior,"Nina Sublatti, Thomas G:son",Nina Sublatti,English,"Fighter
Oximated
World's gonna get up and see
I'm a warrior
isolated
World's gonna listen to me
Violence
Set it free
Wings are gonna spread up
I'm a warrior
isolated
World's gonna get up and see
woohoo
I'm a warrior
still stuck in my mind
I've been in danger for too long
No no no
woohoo
I'm a warrior
still stuck in my mind
I've been in danger for too long
No
Not a shabby
Or a money maker
World's gonna light up in peace
Not in shadows
Bright a little
Not your fault you're just gonna breathe
Violence
Break me free
Wings are gonna spread up
I'm a warrior
Oximated
I'm gonna get up and be
woohoo
I'm a warrior
still stuck in my mind
I've been in danger for too long
No no no"
2015,https://eurovision.tv/event/vienna-2015,Georgia,Nina Sublatti,Warrior,"Nina Sublatti, Thomas G:son",Nina Sublatti,English,"Fighter
Oximated
World's gonna get up and see
I'm a warrior
isolated
World's gonna listen to me
Violence
Set it free
Wings are gonna spread up
I'm a warrior
isolated
World's gonna get up and see
woohoo
I'm a warrior
still stuck in my mind
I've been in danger for too long
No no no
woohoo
I'm a warrior
still stuck in my mind
I've been in danger for too long
No
Not a shabby
Or a money maker
World's gonna light up in peace
Not in shadows
Bright a little
Not your fault you're just gonna breathe
Violence
Break me free
Wings are gonna spread up
I'm a warrior
Oximated
I'm gonna get up and be
woohoo
I'm a warrior
still stuck in my mind
I've been in danger for too long
No no no"
2015,https://eurovision.tv/event/vienna-2015,Georgia,Nina Sublatti,Warrior,"Nina Sublatti, Thomas G:son",Nina Sublatti,French,"Le Guerrier
Oximaté
Que le monde se lève et le regarde
Je suis le Guerrier
Isolé
Le monde devra m’écouter
La violence
Rendez le libre
Les ailes vont se déployer
Je suis le Guerrier
Isolé
Le monde devra m’écouter
ououou
Je suis le Guerrier
J’en ai toujours pleine ma tête
Je suis en danger depuis longtemps
Non, non, non
Non perdant
Ou une mauvaise affaire
Le monde s’éclairera dans l’univers
Non sous l’ombre
Allume toi légèrement
Pas la faute à toi pour que tu respire
La violence
Rendez moi libre
les ailes se déploient
Je suis le Guerrier
Oximaté
Je m’apprête à me lever et exister
Ououou
J’en ai toujours pleine ma tête
Je suis en danger depuis longtemps
Non, non, non"
2015,https://eurovision.tv/event/vienna-2015,Germany,Ann Sophie,Black Smoke,"Michael Harwood, Ella McMahon, Tonino Speciale","Michael Harwood, Ella McMahon, Tonino Speciale",English,"When you look at me, you know you're hard to read.
Because the face I see is not the one I know
And when you call me baby, what's that supposed to mean
I don't know who you are, how long can we pretend
See the change I know we both don't have the heart to say
Can't return to what we were, it will never be the same
Cause you said you'd never let me go
And I said I can't but now we know that it's
Too hard to say three words
Too hard to make it work
When there's nothing left to talk about
Cause you know the flame is running out
Two hearts are left to burn
Do you know, we're only left with smoke
Black smoke, we're only left with smoke, black smoke
I tried to tell myself, that it's all in my head
But the truth remains we're just too far apart.
You know were fooling ourselves if we hold on,
Cause were fighting for something that we don’t want
Just leave it now and walk away
See the change I know we both don't have the heart to say
Can't return to what we were, it will never be the same
Cause you said you'd never let me go
And I said I can't but now we know that its
Too hard to say three words
Too hard to make it work
When there's nothing left to talk about
Cause you know the flame is running out
Two hearts are left to burn
Do you know, we're only left with smoke
Too hard to say three words
Black smoke
Too hard to make it work
We're only left with smoke
Too hard to say three words
Black smoke
Too hard to make it work
Cause you said you'd never let me go no
Yeah you said you'd never let me go
Cause you said you'd never let me go
And I said I can't but now we know that it's
Too hard to say three words
Too hard to make it work
When there's nothing left to talk about
Cause you know the flame is running out
Two hearts are left to burn
Do you know, we're only left with smoke
Black smoke
We're only left with smoke"
2015,https://eurovision.tv/event/vienna-2015,Germany,Ann Sophie,Black Smoke,"Michael Harwood, Ella McMahon, Tonino Speciale","Michael Harwood, Ella McMahon, Tonino Speciale",French,"Lorsque tu me regardes, tu es difficile a decrypter.
Parce que le visage que je vois n'est pas celui que je connais
Et quand tu m'appelles cherie, qu'est-ce que ça veut vraiment dire
Je ne sais pas qui tu es, combien de temps pouvons-nous faire semblant
(pre)
Je connais le changement dont ni l'un ni l'autre n'ose parler
Impossible de revenir en arriere, rien ne sera plus comme avant
(hook)
Parce que tu m'as dit que jamais tu ne pourrais me laisser partir
Et que je t'ai dit que je ne pouvais pas, mais maintenant nous savons
Que trois mots sont difficiles a dire
Trop difficile pour que ça marche
Quand on n'a plus rien a se dire
Parce tu sais que la flamme est en train de s'eteindre
Que deux cœurs sont en train de se consumer
Tu sais qu'il ne nous reste que de la fumee
Fumee noire, il ne nous reste que de la fumee, de la fumee noire
(v2)
J'ai essaye de me dire que tout ça est dans ma tete
Mais en verite nous sommes deja trop loin l'un de l'autre.
Tu sais qu'on se raconte des histoires si on continue,
Parce nous nous battons pour quelque chose que nous ne voulons pas
Alors maintenant laisse tomber et pars
(pre)
Je sais quel est le changement dont ni l'un ni l'autre n'ose parler
Pouvons-nous revenir en arriere, rien ne sera plus comme avant
(hook)
Parce que tu m'as dit que jamais tu ne pourrais me laisser partir
Et que je t'ai dit que je ne pouvais pas, mais maintenant nous savons
Que trois mots sont difficiles a dire
Trop difficile pour que ça marche
Quand on n'a plus rien a se dire
Parce tu sais que la flamme est en train de s'eteindre
Que deux cœurs sont en train de se consumer
Tu sais qu'il ne nous reste que de la fumee
(mid8)
Trois mots difficiles a dire
Fumee noire
Trop difficile pour que ça marche
Il ne nous reste que de la fumee
Trois mots difficiles a dire
Fumee noire
Trop difficile pour que ça marche
Parce que tu m'as dit que jamais tu ne pourrais me laisser partir
Oui tu m'as dit que jamais tu ne pourrais me laisser partir
(hook)
Parce que tu m'as dit que jamais tu ne pourrais me laisser partir
Et que je t'ai dit que je ne pouvais pas, mais maintenant nous savons
Que trois mots sont difficiles a dire
Trop difficile pour que ça marche
Quand on n'a plus rien a se dire
Parce tu sais que la flamme est en train de s'eteindre
Que deux cœurs sont en train de se consumer
Tu sais qu'il ne nous reste que de la fumee
Fumee noire
Il ne nous reste que de la fumee"
2015,https://eurovision.tv/event/vienna-2015,Greece,Maria Elena Kyriakou,One Last Breath,"Efthivoulos Theocharous, Maria-Elena Kyriakou","Vangelis Konstantinidis, Evelina Tziora",English,"My soul, I guess I’m just no one
you killed me and I am done, without a gun
my light has fade, I feel betrayed
just can’t be brave, without faith
How could you leave?
Refrain
I’m begging you take me
wherever you have gone
come back and save me
don’t want to be alone
nothing left, I just have
one last breath
I’ m begging you take me
out of this firing hell
come back and save me
what happened wasn’t fair
nothing left all that I have
is one last breath
only one last breath
Couplet II
Just pain, fake love and drunken lie
Ι struggle to survive, I’m still alive
I’m fighting tears and fears apart
but still it’s dark, inside my heart"
2015,https://eurovision.tv/event/vienna-2015,Greece,Maria Elena Kyriakou,One Last Breath,"Efthivoulos Theocharous, Maria-Elena Kyriakou","Vangelis Konstantinidis, Evelina Tziora",French,"Mon âme, je suppose que je ne suis personne
Tu m’as tuée sans arme et je suis perdue
Ma lumière a pâli, je me sens trahie
Sans foi, je ne peux pas être courageuse
Comment as-tu pu partir?
Refrain
Je t’en supplie, emmène-moi
Où que tu sois
Reviens et sauve-moi
Je ne veux pas être seule
Il ne reste plus rien, je n’ai qu’
Un dernier souffle
Je t’en supplie, emmène-moi
Loin de cet enfer enflammé
Reviens et sauve-moi
Ce qui s’est passé n’était pas juste
Il ne reste plus rien, un dernier souffle
C’est tout ce que j’ai
Rien qu’un dernier souffle
Couplet II
Rien que de la douleur, un faux amour et des mensonges qui m’enivrent
Je lutte pour survivre, je suis encore vivante
Je lutte contre les larmes et les peurs
Mais, il fait encore nuit dans mon cœur"
2015,https://eurovision.tv/event/vienna-2015,Hungary,Boggie,Wars For Nothing,Áron Sebestyén / Boglárka Csemer,Sára Hélène Bori,English,"Do you know our earth is a mess
All the wars for nothing, it never ends
Everybody deserves a chance
All the souls, all the souls, can you hear them cry?
That you live in peace does not mean
It’s okey to ignore all the pain
I see children joining the stars
Soldiers walk towards the dark, let me ask
Can you justify all the eyes
That will never see daylight
Give me one good reason to hurt
A helpless soul, break a heart, kill a mind.
Do you know how many innocents
Are hiding from punishment
For crimes they’d never commit
All alone, all alone, do they deserve
To die for believing something else,
For having a face someone can’t stand
Do you know our earth is a mess
All the wars for nothing, it never ends
All the souls, all alone, hold them tight
All the souls, deserve a chance at life"
2015,https://eurovision.tv/event/vienna-2015,Hungary,Boggie,Wars For Nothing,Áron Sebestyén / Boglárka Csemer,Sára Hélène Bori,French,"Tu sais que notre monde est un désastre,
Des guerres pour rien perturbent le monde,
Entends - tu les âmes pleurer ?
qui méritent une chance pour vivre.
Si tu vies en paix, ne pense pas
que tout va bien, qu’il n’y a pas de douleur.
Je vois les enfants s’envoler dans les cieux,
Je vois les militaires avancer vers le noir, dis.moi:
Comment tu justifies tous ces regards perdus ?
Donne-moi une bonne raison, pourquoi heurter ceux qui dont sans armes,
Briser leurs coeurs, tuer leurs âmes.
Sais-tu combien d’âmes se cachent de la punition
des crimes, qu’ils ont jamais commis
Ils sont seils, ils sont seuls, ils méritent cela ?
Mourir parce qu’ils se croient en quelques choses d’autres,
Vivre avec un visage que d’autres ne supportent pas.
Tu sais que notre monde est un désastre,
Des guerres pour rien perturbent le monde,
Penses aux âmes solitaires,
Ils méritent une chance pour vivre."
2015,https://eurovision.tv/event/vienna-2015,Iceland,Maria Olafs,Unbroken,"Ásgeir Orri Ásgeirsson, Pálmi Ragnar Ásgeirsson, Sæþór Kristjánsson","Ásgeir Orri Ásgeirsson, Pálmi Ragnar Ásgeirsson, Sæþór Kristjánsson, María Ólafsdóttir",English,"One step at a time
out of the darkness
one foot in front of the other.
One step at a time
into the distance
a new path I need to uncover.
I‘m letting go.
Go.
One step at a time
get out of the darkness
and into the light forever.
One step at a time
I pick up the pieces
try putting them back together
till I‘m unbroken.
Unbroken.
One step at a time
get out of the darkness
and into the light forever.
One step at a time
and I got a feeling
it‘s either now or never.
I‘m letting go.
Go.
One step at a time
get out of the darkness
and into the light forever.
One step at a time
I pick up the pieces
try putting them back together
till I‘m unbroken.
Unbroken
One step at a time
get out of the darkness
and into the light forever.
I‘m letting gon.
Go.
One step at a time
get out of the darkness
and into the light forever.
One step at a time
I pick up the pieces
try putting them back together
till I‘m unbroken.
Unbroken.
One step at a time
get out of the darkness
and into the light forever.
I‘m letting go.
Go.
One step at a time
get out of the darkness
and into the light forever.
One step at a time
I pick up the pieces
try putting them back together
’til I‘m unbroken.
Unbroken.
One step at a time
get out of the darkness
and into the light forever."
2015,https://eurovision.tv/event/vienna-2015,Iceland,Maria Olafs,Unbroken,"Ásgeir Orri Ásgeirsson, Pálmi Ragnar Ásgeirsson, Sæþór Kristjánsson","Ásgeir Orri Ásgeirsson, Pálmi Ragnar Ásgeirsson, Sæþór Kristjánsson, María Ólafsdóttir",French,"Un pas à la fois
vers les ténèbres
un pied devant l’autre.
Un pas à la fois
vers l’infini
un nouveau chemin à découvrir.
Je me lâche
Allons-y
Un pas à la fois
sortons des ténèbres
vers la lumière éternelle
Un pas à la fois
je ramasse les pièces
Essaye de les recoller
Que je me reconstruise
Intacte.
Un pas à la fois
sortons des ténèbres
vers la lumière éternelle
Un pas à la fois
J’ai le sentiment
que c’est maintenant ou jamais.
Je me lâche
Allons-y
Un pas à la fois
sortons des ténèbres
vers la lumière éternelle
Un pas à la fois"
2015,https://eurovision.tv/event/vienna-2015,Ireland,Molly Sterling,Playing With Numbers,Greg French & Molly Sterling,Greg French & Molly Sterling,English,"Do I owe you something
I think I do
They tied our hands
But I cut through
In the arms of the potion
They found our truth
And I made a girl
Abandoned youth and
Made the mess in your vision and
See a debt to be paid
To give a little love was all that I wanted
Give a little love was all my intent and I
Was playing with the numbers and
I didn't know what it meant
Please don't remind me
I won't be your muse
Fragile misguided minds like mine
Only know how to use
Whil I played with white lies and fiction
Unbeknownst to you
I played the victim
Well that was the last time I faced you and
Made the mess in your vision and
See a debt to be paid
To give a little love was all that I wanted
Give a little love was all my intent and I
Was playing with the numbers and
I didn't know what it meant
I can watch from afar from my art on my
Own all along I was lost I was wild this is
Wrong I can't force this just watch as the surface
Surrenders it all
Made the mess in your vision and
See a debt to be paid
to give a little was all that I wanted
Give a little love was all my intent and
I was playing with the numbers and
I didn't know what it meant"
2015,https://eurovision.tv/event/vienna-2015,Ireland,Molly Sterling,Playing With Numbers,Greg French & Molly Sterling,Greg French & Molly Sterling,French,"Est-ce que je te dois quelque chose
Il me semble que oui
Nos mains ont été liées
Mais j’ai coupé au travers
Dans les bras de la potion
Notre vérité a été révélée
Une fille en est née
J'ai abandonné jeunesse et
J'ai semé le désordre dans ta vision et
Je vois une dette à payer
Donner un peu d’amour, c’est tout ce que je voulais
Donner un peu d’amour, seule était mon intention et
Je jouais avec les chiffres et
Je ne savais pas ce que ça voulait dire
Je t’en supplie ne me le rappelle pas
Je ne serai pas ta muse
Les esprits fragiles et égarés comme le mien
Sont manipulateurs
Quand que je jouais avec de pieux mensonges et de la fiction
A ton insu
Je jouais la victime
Mais ce fut la dernière fois que je t’ai fait face et
J'ai semé le désordre dans ta vision et
Je vois une dette à payer
Donner un peu d’amour, c’est tout ce que je voulais
Donner un peu d’amour, seule était mon intention et
Je jouais avec les chiffres et
Je ne savais pas ce que ça voulait dire
Je peux observer de loin, du haut de mon art
Toute seule, et tout au long j’étais perdue et j'étais folle
J’avais tout faux, je n'ai pas le droit d’imposer tout cela
Et regarder la profondeur se révéler
J'ai semé le désordre dans ta vision et
Je vois une dette à payer
Donner un peu d’amour, c’est tout ce que je voulais
Donner un peu d’amour, seule était mon intention et
Je jouais avec les chiffres et
Je ne savais pas ce que ça voulait dire"
2015,https://eurovision.tv/event/vienna-2015,Israel,Nadav Guedj,Golden Boy,Doron Medalie,Doron Medalie,English,"Mama, someone broke my heart again
Tell her I don't think I can take it anymore
Mama, someone broke my heart again
Now I'm gonna ease my pain,
Dancing on the floor
Take me out,
I'm not in the mood for a broken heart
Gonna dance tonight, forget her
No, she doesn’t know
What I'm doing on the floor
Did you say hello, my ladies?
Pull me baby, I'm your trigger
You know that my love is bigger
Love, Love, Love
Let the rhythm take us higher
You know when I'm on fire
Check me out (3-2-1- hey!)
I'm a golden boy
Come here to enjoy
I'm the king of fun
Let me show you how we do it
I'm a golden boy
Come here to enjoy
And before I leave
Let me show you Tel Aviv
Hold me tight,
We're not going home tonight
Oh yeah, do you like my dancing?
Pull me baby, I'm your trigger
You know that my love is bigger
Check me out (3-2-1- hey!)
I'm a golden boy
Come here to enjoy
I'm the king of fun
Let me show you how we do it
I'm a golden boy
Come here to enjoy
And before I leave
Let me show you Tel Aviv
This is how we do it…"
2015,https://eurovision.tv/event/vienna-2015,Israel,Nadav Guedj,Golden Boy,Doron Medalie,Doron Medalie,French,"Maman, quelqu’un m’a encore brisé le cœur
Dis-lui que c’est la dernière fois
Maman, quelqu’un m’a encore brisé le cœur
Je vais danser, tout mettre derrière moi
Sors-moi, pas envie d’une peine de cœur
Ce soir je danse pour l’oublier
Elle ne sait pas que mes move font un malheur
Ladies, c’est moi que vous cherchez ?
Serre-moi baby, je suis ta dynamite
Tu sais que notre amour est plus fort
Love, love, love (love, love, love)
Rendu fou par ces gros beat
J’ai juste le feu au corps
Check me out (3-2-1 hey !)
Un mec en or
Venu ici pour kiffer
Je suis le roi du fun
J’te montre comment c’est fait
Un mec en or
Venu ici pour kiffer
Et avant que j’esquive
Je te montre Tel-Aviv
Tiens-moi fort, on ne rentre pas
Oh yeah, tu aimes quand je danse, Europe
Serre-moi fort, je suis ta dynamite
Tu sais que notre amour est plus fort
Check me out (3-2-1 hey !)
Un mec en or
Venu ici pour kiffer
Je suis le roi du fun
J’te montre comment c’est fait
Un mec en or
Venu ici pour kiffer
Et avant que j’esquive
Je te montre Tel-Aviv
C’est comme ça qu’on fait ici…"
2015,https://eurovision.tv/event/vienna-2015,Italy,Il Volo,Grande Amore,Ciro Esposito / Francesco Boccia,Ciro Esposito / Francesco Boccia,Italian,"Chiudo gli occhi e penso a lei
Il profumo dolce della pelle sua
E' una voce dentro che mi sta portando dove nasce il sole
Sole sono le parole
Ma se vanno scritte tutto può cambiare
Senza più timore te lo voglio urlare questo grande amore
Amore, solo amore è quello che sento
Dimmi perché quando penso, penso solo a te
Dimmi perché quando vedo, vedo solo te
Dimmi perché quando credo, credo solo in te grande amore
Dimmi che mai
Che non mi lascerai mai
Dimmi chi sei
Respiro dei giorni miei d'amore
Dimmi che sai
Che solo me sceglierai Ora lo sai
Tu sei il mio unico grande amore
Dimmi perché quando penso, penso solo a te
Dimmi perché quando amo, amo solo te
Dimmi perché quando vivo, vivo solo in te grande amore
Dimmi che mai
Che non mi lascerai mai.
Dimmi chi sei
Respiro dei giorni miei d'amore Dimmi che sai
Che non mi sbaglierei mai Dimmi che sei
Che sei il mio unico grande amore"
